code,price,score,signal_strength,action_advice,volume_ratio,name
603588,16.61,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.44),1.19,高能环境
000729,14.26,100,极强 (主升浪起爆),激进买入/加仓 (突破位:14.22),1.74,燕京啤酒
002454,10.18,100,极强 (主升浪起爆),激进买入/加仓 (突破位:10.04),1.89,松芝股份
603909,12.39,100,极强 (主升浪起爆),激进买入/加仓 (突破位:12.04),2.19,建发合诚
002418,5.69,100,极强 (主升浪起爆),激进买入/加仓 (突破位:5.21),1.22,康盛股份
600110,9.88,100,极强 (主升浪起爆),激进买入/加仓 (突破位:9.83),1.62,诺德股份
605366,12.3,70,中等 (趋势形成),底仓试错 (突破位:12.00),0.64,宏柏新材
603227,10.49,70,中等 (趋势形成),底仓试错 (突破位:10.22),0.97,雪峰科技
603637,14.41,70,中等 (趋势形成),底仓试错 (突破位:13.62),2.62,镇海股份
605189,16.81,70,中等 (趋势形成),底仓试错 (突破位:16.50),2.37,富春染织
002491,14.59,70,中等 (趋势形成),底仓试错 (突破位:13.19),1.15,通鼎互联
000703,15.9,70,中等 (趋势形成),底仓试错 (突破位:14.05),1.19,恒逸石化
603311,17.7,70,中等 (趋势形成),底仓试错 (突破位:17.55),1.07,金海高科
603777,16.97,70,中等 (趋势形成),底仓试错 (突破位:14.55),1.34,来伊份
000967,10.24,70,中等 (趋势形成),底仓试错 (突破位:9.70),1.48,盈峰环境
