code,price,score,signal_strength,action_advice,volume_ratio,name
600901,6.7,100,极强 (主升浪起爆),激进买入/加仓 (突破位:6.69),1.03,江苏金租
600428,9.42,70,中等 (趋势形成),底仓试错 (突破位:9.32),0.91,中远海特
000586,18.87,70,中等 (趋势形成),底仓试错 (突破位:17.00),0.96,汇源通信
002038,8.98,70,中等 (趋势形成),底仓试错 (突破位:8.14),8.24,双鹭药业
000890,16.01,70,中等 (趋势形成),底仓试错 (突破位:14.27),0.93,法尔胜
002560,12.62,70,中等 (趋势形成),底仓试错 (突破位:11.72),3.73,通达股份
000729,13.87,70,中等 (趋势形成),底仓试错 (突破位:13.50),1.54,燕京啤酒
000950,7.14,70,中等 (趋势形成),底仓试错 (突破位:6.75),3.81,重药控股
002634,9.24,70,中等 (趋势形成),底仓试错 (突破位:8.04),2.84,棒杰股份
600869,15.61,70,中等 (趋势形成),底仓试错 (突破位:15.48),1.19,远东股份
