code,price,score,signal_strength,action_advice,volume_ratio,name
002825,11.36,100,极强 (主升浪起爆),激进买入/加仓 (突破位:11.24),0.7,纳尔股份
001299,18.54,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.43),1.65,美能能源
603890,17.01,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.58),1.28,春秋电子
603399,12.97,100,极强 (主升浪起爆),激进买入/加仓 (突破位:12.67),1.93,永杉锂业
603909,13.48,100,极强 (主升浪起爆),激进买入/加仓 (突破位:12.73),2.24,建发合诚
002418,6.1,100,极强 (主升浪起爆),激进买入/加仓 (突破位:5.69),1.48,康盛股份
002454,10.48,100,极强 (主升浪起爆),激进买入/加仓 (突破位:10.30),0.66,松芝股份
000967,13.07,100,极强 (主升浪起爆),激进买入/加仓 (突破位:10.45),2.45,盈峰环境
000546,7.08,70,中等 (趋势形成),底仓试错 (突破位:7.07),0.96,金圆股份
002297,16.08,70,中等 (趋势形成),底仓试错 (突破位:14.66),1.74,博云新材
002083,14.53,70,中等 (趋势形成),底仓试错 (突破位:13.25),0.65,孚日股份
603158,13.46,70,中等 (趋势形成),底仓试错 (突破位:13.43),0.54,腾龙股份
603002,12.89,70,中等 (趋势形成),底仓试错 (突破位:12.34),1.97,宏昌电子
605055,11.28,70,中等 (趋势形成),底仓试错 (突破位:10.79),1.37,迎丰股份
002361,19.26,70,中等 (趋势形成),底仓试错 (突破位:18.30),1.56,神剑股份
600152,11.89,70,中等 (趋势形成),底仓试错 (突破位:11.81),0.45,维科技术
600929,6.9,70,中等 (趋势形成),底仓试错 (突破位:6.77),2.28,雪天盐业
605167,19.64,70,中等 (趋势形成),底仓试错 (突破位:19.52),0.39,利柏特
600732,15.81,70,中等 (趋势形成),底仓试错 (突破位:15.77),0.44,爱旭股份
603311,19.7,70,中等 (趋势形成),底仓试错 (突破位:18.00),1.73,金海高科
600749,18.24,70,中等 (趋势形成),底仓试错 (突破位:17.73),2.51,西藏旅游
601339,8.06,70,中等 (趋势形成),底仓试错 (突破位:7.81),0.93,百隆东方
002033,10.93,70,中等 (趋势形成),底仓试错 (突破位:10.12),2.81,丽江股份
