code,price,score,signal_strength,action_advice,volume_ratio,name
002825,11.36,100,极强 (主升浪起爆),激进买入/加仓 (突破位:11.24),0.7,纳尔股份
603890,17.01,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.58),1.28,春秋电子
001299,18.54,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.43),1.65,美能能源
002418,6.1,100,极强 (主升浪起爆),激进买入/加仓 (突破位:5.69),1.48,康盛股份
603777,17.25,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.97),1.99,来伊份
002454,10.48,100,极强 (主升浪起爆),激进买入/加仓 (突破位:10.30),0.66,松芝股份
603399,12.76,100,极强 (主升浪起爆),激进买入/加仓 (突破位:12.67),0.88,永杉锂业
603909,12.93,100,极强 (主升浪起爆),激进买入/加仓 (突破位:12.73),1.12,建发合诚
000967,11.69,100,极强 (主升浪起爆),激进买入/加仓 (突破位:10.45),1.23,盈峰环境
002083,14.53,70,中等 (趋势形成),底仓试错 (突破位:13.25),0.65,孚日股份
603158,13.46,70,中等 (趋势形成),底仓试错 (突破位:13.43),0.54,腾龙股份
603002,12.86,70,中等 (趋势形成),底仓试错 (突破位:12.34),0.75,宏昌电子
600152,11.89,70,中等 (趋势形成),底仓试错 (突破位:11.81),0.45,维科技术
002348,9.57,70,中等 (趋势形成),底仓试错 (突破位:9.53),0.49,高乐股份
600929,7.07,70,中等 (趋势形成),底仓试错 (突破位:6.77),1.34,雪天盐业
600732,15.81,70,中等 (趋势形成),底仓试错 (突破位:15.77),0.44,爱旭股份
603311,19.05,70,中等 (趋势形成),底仓试错 (突破位:18.00),0.88,金海高科
605167,19.64,70,中等 (趋势形成),底仓试错 (突破位:19.52),0.39,利柏特
600749,18.24,70,中等 (趋势形成),底仓试错 (突破位:17.73),2.51,西藏旅游
601339,8.06,70,中等 (趋势形成),底仓试错 (突破位:7.81),0.93,百隆东方
