code,price,score,signal_strength,action_advice,volume_ratio,name
600110,9.34,100,极强 (主升浪起爆),激进买入/加仓 (突破位:8.81),2.21,诺德股份
600901,6.71,100,极强 (主升浪起爆),激进买入/加仓 (突破位:6.69),0.85,江苏金租
603017,16.16,100,极强 (主升浪起爆),激进买入/加仓 (突破位:15.97),1.94,中衡设计
002038,8.55,70,中等 (趋势形成),底仓试错 (突破位:8.14),6.26,双鹭药业
600428,9.6,70,中等 (趋势形成),底仓试错 (突破位:9.32),0.73,中远海特
000155,16.97,70,中等 (趋势形成),底仓试错 (突破位:16.16),1.63,川能动力
000586,17.15,70,中等 (趋势形成),底仓试错 (突破位:17.00),0.87,汇源通信
000065,15.17,70,中等 (趋势形成),底仓试错 (突破位:14.75),1.74,北方国际
605055,10.65,70,中等 (趋势形成),底仓试错 (突破位:10.55),1.64,迎丰股份
002560,13.06,70,中等 (趋势形成),底仓试错 (突破位:11.72),2.4,通达股份
000890,15.9,70,中等 (趋势形成),底仓试错 (突破位:14.27),0.72,法尔胜
603819,13.61,70,中等 (趋势形成),底仓试错 (突破位:13.26),2.71,神力股份
600250,13.74,70,中等 (趋势形成),底仓试错 (突破位:13.00),2.7,南京商旅
002634,9.21,70,中等 (趋势形成),底仓试错 (突破位:8.04),2.39,棒杰股份
600429,5.98,70,中等 (趋势形成),底仓试错 (突破位:5.91),1.17,三元股份
