code,price,score,signal_strength,action_advice,volume_ratio,name
603335,7.07,100,极强 (主升浪起爆),激进买入/加仓 (突破位:6.64),1.67,迪生力
605208,15.84,100,极强 (主升浪起爆),激进买入/加仓 (突破位:15.49),1.49,永茂泰
002491,17.22,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.66),0.57,通鼎互联
000949,8.12,100,极强 (主升浪起爆),激进买入/加仓 (突破位:7.93),1.02,新乡化纤
603890,19.84,100,极强 (主升浪起爆),激进买入/加仓 (突破位:19.38),1.33,春秋电子
002418,6.74,100,极强 (主升浪起爆),激进买入/加仓 (突破位:6.29),1.3,康盛股份
002579,13.45,100,极强 (主升浪起爆),激进买入/加仓 (突破位:13.23),0.71,中京电子
601339,8.5,100,极强 (主升浪起爆),激进买入/加仓 (突破位:8.48),0.68,百隆东方
600869,17.18,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.36),0.82,远东股份
002348,10.01,70,中等 (趋势形成),底仓试错 (突破位:9.84),0.69,高乐股份
603165,17.07,70,中等 (趋势形成),底仓试错 (突破位:16.89),0.45,荣晟环保
600724,7.29,70,中等 (趋势形成),底仓试错 (突破位:7.19),0.47,宁波富达
600707,8.86,70,中等 (趋势形成),底仓试错 (突破位:7.79),2.34,彩虹股份
603637,16.8,70,中等 (趋势形成),底仓试错 (突破位:15.51),0.97,镇海股份
002203,18.25,70,中等 (趋势形成),底仓试错 (突破位:17.39),1.24,海亮股份
603328,14.21,70,中等 (趋势形成),底仓试错 (突破位:13.45),0.97,依顿电子
002887,12.89,70,中等 (趋势形成),底仓试错 (突破位:12.45),1.11,绿茵生态
002209,17.33,70,中等 (趋势形成),底仓试错 (突破位:17.17),0.81,达 意 隆
002774,11.8,70,中等 (趋势形成),底仓试错 (突破位:11.74),3.08,快意电梯
600590,17.27,70,中等 (趋势形成),底仓试错 (突破位:17.20),0.59,泰豪科技
600901,7.17,70,中等 (趋势形成),底仓试错 (突破位:7.05),0.58,江苏金租
600156,10.11,70,中等 (趋势形成),底仓试错 (突破位:9.26),4.13,华升股份
002752,7.21,70,中等 (趋势形成),底仓试错 (突破位:6.99),1.43,昇兴股份
601002,6.63,70,中等 (趋势形成),底仓试错 (突破位:6.26),0.96,晋亿实业
