代码,名称,收盘,信号,强度,操作建议,历史胜率参考
600158,中体产业,11.45,蓄势,60,极致缩量，洗盘彻底，支撑位上方待变,72%
603687,大胜达,16.77,蓄势,60,极致缩量，洗盘彻底，支撑位上方待变,72%
603158,腾龙股份,12.87,蓄势,60,极致缩量，洗盘彻底，支撑位上方待变,72%
605299,舒华体育,19.58,蓄势,60,极致缩量，洗盘彻底，支撑位上方待变,72%
000070,特发信息,19.76,蓄势,60,极致缩量，洗盘彻底，支撑位上方待变,72%
000155,川能动力,16.6,蓄势,60,极致缩量，洗盘彻底，支撑位上方待变,72%
