代码,名称,收盘,信号,强度,操作建议,历史胜率参考
000600,建投能源,10.75,蓄势,60,极致缩量，洗盘彻底，支撑位上方待变,72%
000700,模塑科技,15.22,蓄势,60,极致缩量，洗盘彻底，支撑位上方待变,72%
600596,新安股份,13.58,蓄势,60,极致缩量，洗盘彻底，支撑位上方待变,72%
