代码,名称,收盘,信号,强度,操作建议,历史胜率参考
600596,新安股份,15.38,蓄势,60,极致缩量，洗盘彻底，支撑位上方待变,72%
603886,元祖股份,13.12,蓄势,60,极致缩量，洗盘彻底，支撑位上方待变,72%
002446,盛路通信,11.72,蓄势,60,极致缩量，洗盘彻底，支撑位上方待变,72%
