code,price,score,signal_strength,action_advice,volume_ratio,name
601636,8.93,100,极强 (主升浪起爆),激进买入/加仓 (突破位:8.67),1.79,旗滨集团
002972,17.35,100,极强 (主升浪起爆),激进买入/加仓 (突破位:17.27),1.2,科安达
600596,17.8,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.43),1.35,新安股份
002254,19.35,100,极强 (主升浪起爆),激进买入/加仓 (突破位:18.92),1.53,泰和新材
600226,10.53,100,极强 (主升浪起爆),激进买入/加仓 (突破位:9.76),1.69,亨通股份
600888,16.12,70,中等 (趋势形成),底仓试错 (突破位:13.44),1.2,新疆众和
600497,12.54,70,中等 (趋势形成),底仓试错 (突破位:11.38),2.47,驰宏锌锗
000551,18.25,70,中等 (趋势形成),底仓试错 (突破位:18.05),2.6,创元科技
600857,17.87,70,中等 (趋势形成),底仓试错 (突破位:17.47),0.92,宁波中百
002774,14.04,70,中等 (趋势形成),底仓试错 (突破位:13.69),1.8,快意电梯
603588,19.03,70,中等 (趋势形成),底仓试错 (突破位:18.66),3.07,高能环境
002631,9.89,70,中等 (趋势形成),底仓试错 (突破位:9.20),2.38,德尔未来
600909,12.14,70,中等 (趋势形成),底仓试错 (突破位:9.17),2.25,华安证券
600172,16.65,70,中等 (趋势形成),底仓试错 (突破位:16.06),1.34,黄河旋风
002668,11.0,70,中等 (趋势形成),底仓试错 (突破位:10.36),2.15,TCL智家
600707,13.96,70,中等 (趋势形成),底仓试错 (突破位:12.83),1.4,彩虹股份
000050,9.88,70,中等 (趋势形成),底仓试错 (突破位:9.14),2.46,深天马Ａ
603458,15.41,70,中等 (趋势形成),底仓试错 (突破位:15.37),1.12,勘设股份
