code,price,score,signal_strength,action_advice,volume_ratio,name
000060,8.81,100,极强 (主升浪起爆),激进买入/加仓 (突破位:8.75),0.34,中金岭南
002972,17.29,100,极强 (主升浪起爆),激进买入/加仓 (突破位:17.27),0.29,科安达
600596,16.55,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.43),0.26,新安股份
600226,10.58,100,极强 (主升浪起爆),激进买入/加仓 (突破位:9.76),0.42,亨通股份
002171,16.43,100,极强 (主升浪起爆),激进买入/加仓 (突破位:15.96),0.39,楚江新材
600366,15.13,100,极强 (主升浪起爆),激进买入/加仓 (突破位:15.06),0.45,宁波韵升
002910,12.82,100,极强 (主升浪起爆),激进买入/加仓 (突破位:12.28),0.82,庄园牧场
600703,19.29,100,极强 (主升浪起爆),激进买入/加仓 (突破位:18.04),0.24,三安光电
600888,14.29,70,中等 (趋势形成),底仓试错 (突破位:13.44),0.28,新疆众和
000759,6.54,70,中等 (趋势形成),底仓试错 (突破位:6.50),0.32,中百集团
600909,9.52,70,中等 (趋势形成),底仓试错 (突破位:9.17),0.3,华安证券
002734,18.94,70,中等 (趋势形成),底仓试错 (突破位:18.74),0.51,利民股份
000050,9.28,70,中等 (趋势形成),底仓试错 (突破位:9.14),0.37,深天马Ａ
