code,price,score,signal_strength,action_advice,volume_ratio,name
002972,17.51,100,极强 (主升浪起爆),激进买入/加仓 (突破位:17.27),0.83,科安达
600596,17.29,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.43),0.75,新安股份
600226,11.41,100,极强 (主升浪起爆),激进买入/加仓 (突破位:9.76),1.01,亨通股份
600366,15.33,100,极强 (主升浪起爆),激进买入/加仓 (突破位:15.06),1.27,宁波韵升
600497,12.1,70,中等 (趋势形成),底仓试错 (突破位:11.38),1.44,驰宏锌锗
600888,14.65,70,中等 (趋势形成),底仓试错 (突破位:13.44),0.72,新疆众和
002774,13.72,70,中等 (趋势形成),底仓试错 (突破位:13.69),0.93,快意电梯
002631,9.89,70,中等 (趋势形成),底仓试错 (突破位:9.20),1.47,德尔未来
603327,11.5,70,中等 (趋势形成),底仓试错 (突破位:11.33),1.07,福蓉科技
603339,15.4,70,中等 (趋势形成),底仓试错 (突破位:14.61),3.23,四方科技
600909,11.51,70,中等 (趋势形成),底仓试错 (突破位:9.17),1.27,华安证券
600172,17.1,70,中等 (趋势形成),底仓试错 (突破位:16.06),0.76,黄河旋风
600707,13.53,70,中等 (趋势形成),底仓试错 (突破位:12.83),0.87,彩虹股份
000050,10.72,70,中等 (趋势形成),底仓试错 (突破位:9.14),1.47,深天马Ａ
002734,18.96,70,中等 (趋势形成),底仓试错 (突破位:18.74),1.17,利民股份
