code,price,score,signal_strength,action_advice,volume_ratio,name
601636,7.88,100,极强 (主升浪起爆),激进买入/加仓 (突破位:7.34),0.5,旗滨集团
002972,15.8,100,极强 (主升浪起爆),激进买入/加仓 (突破位:13.69),1.52,科安达
600397,16.69,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.03),0.66,江钨装备
600226,8.75,100,极强 (主升浪起爆),激进买入/加仓 (突破位:8.16),0.66,亨通股份
002125,19.9,100,极强 (主升浪起爆),激进买入/加仓 (突破位:19.37),0.78,湘潭电化
002585,14.01,100,极强 (主升浪起爆),激进买入/加仓 (突破位:13.48),0.19,双星新材
000630,7.57,100,极强 (主升浪起爆),激进买入/加仓 (突破位:7.30),0.91,铜陵有色
600110,15.65,100,极强 (主升浪起爆),激进买入/加仓 (突破位:13.44),0.09,诺德股份
002446,11.77,70,中等 (趋势形成),底仓试错 (突破位:11.35),0.46,盛路通信
002171,14.34,70,中等 (趋势形成),底仓试错 (突破位:13.71),0.79,楚江新材
600909,8.39,70,中等 (趋势形成),底仓试错 (突破位:8.16),0.62,华安证券
600888,12.49,70,中等 (趋势形成),底仓试错 (突破位:12.38),0.39,新疆众和
603730,14.15,70,中等 (趋势形成),底仓试错 (突破位:14.14),0.71,岱美股份
603335,8.81,70,中等 (趋势形成),底仓试错 (突破位:8.08),1.12,迪生力
000970,14.77,70,中等 (趋势形成),底仓试错 (突破位:14.52),0.89,中科三环
003025,17.43,70,中等 (趋势形成),底仓试错 (突破位:16.75),0.87,思进智能
600366,14.39,70,中等 (趋势形成),底仓试错 (突破位:13.94),1.29,宁波韵升
