code,price,score,signal_strength,action_advice,volume_ratio,name
600158,14.58,100,极强 (主升浪起爆),激进买入/加仓 (突破位:13.62),1.59,中体产业
002348,13.72,100,极强 (主升浪起爆),激进买入/加仓 (突破位:12.90),1.23,高乐股份
603990,16.56,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.17),1.51,麦迪科技
603085,14.03,100,极强 (主升浪起爆),激进买入/加仓 (突破位:13.66),1.74,天成自控
603915,19.16,100,极强 (主升浪起爆),激进买入/加仓 (突破位:17.87),2.94,国茂股份
002023,13.6,70,中等 (趋势形成),底仓试错 (突破位:13.58),1.26,海特高新
002600,16.94,70,中等 (趋势形成),底仓试错 (突破位:15.76),3.14,领益智造
002963,19.42,70,中等 (趋势形成),底仓试错 (突破位:18.06),1.09,豪尔赛
600222,7.76,70,中等 (趋势形成),底仓试错 (突破位:7.69),2.68,太龙药业
002559,11.34,70,中等 (趋势形成),底仓试错 (突破位:11.15),3.47,亚威股份
603386,16.92,70,中等 (趋势形成),底仓试错 (突破位:15.86),4.04,骏亚科技
002031,8.4,70,中等 (趋势形成),底仓试错 (突破位:7.92),7.9,巨轮智能
002585,8.39,70,中等 (趋势形成),底仓试错 (突破位:8.33),2.3,双星新材
600601,12.5,70,中等 (趋势形成),底仓试错 (突破位:12.31),2.85,方正科技
600667,12.35,70,中等 (趋势形成),底仓试错 (突破位:12.12),2.65,太极实业
605069,16.46,70,中等 (趋势形成),底仓试错 (突破位:16.01),1.3,正和生态
002254,14.18,70,中等 (趋势形成),底仓试错 (突破位:13.92),3.56,泰和新材
002708,15.53,70,中等 (趋势形成),底仓试错 (突破位:14.98),1.89,光洋股份
600578,7.01,70,中等 (趋势形成),底仓试错 (突破位:5.96),4.57,京能电力
603162,18.65,70,中等 (趋势形成),底仓试错 (突破位:18.20),1.16,海通发展
600552,17.44,70,中等 (趋势形成),底仓试错 (突破位:17.00),1.68,凯盛科技
605018,13.3,70,中等 (趋势形成),底仓试错 (突破位:13.20),1.12,长华集团
603278,16.96,70,中等 (趋势形成),底仓试错 (突破位:14.91),3.37,大业股份
603777,19.85,70,中等 (趋势形成),底仓试错 (突破位:19.34),0.99,来伊份
002918,18.63,70,中等 (趋势形成),底仓试错 (突破位:16.26),4.64,蒙娜丽莎
002887,14.35,70,中等 (趋势形成),底仓试错 (突破位:13.73),1.36,绿茵生态
002301,8.18,70,中等 (趋势形成),底仓试错 (突破位:7.99),1.97,齐心集团
600156,13.1,70,中等 (趋势形成),底仓试错 (突破位:12.43),1.09,华升股份
600854,5.68,70,中等 (趋势形成),底仓试错 (突破位:5.52),7.05,春兰股份
600530,7.46,70,中等 (趋势形成),底仓试错 (突破位:6.78),5.1,交大昂立
601777,12.01,70,中等 (趋势形成),底仓试错 (突破位:11.92),2.51,千里科技
600724,8.28,70,中等 (趋势形成),底仓试错 (突破位:8.09),2.16,宁波富达
600857,13.97,70,中等 (趋势形成),底仓试错 (突破位:13.80),5.6,宁波中百
600707,10.69,70,中等 (趋势形成),底仓试错 (突破位:9.17),1.58,彩虹股份
603458,13.36,70,中等 (趋势形成),底仓试错 (突破位:13.04),1.3,勘设股份
603928,16.92,70,中等 (趋势形成),底仓试错 (突破位:16.52),1.51,兴业股份
