code,price,score,signal_strength,action_advice,volume_ratio,name
600099,11.84,100,极强 (主升浪起爆),激进买入/加仓 (突破位:11.81),0.9,林海股份
600719,9.09,100,极强 (主升浪起爆),激进买入/加仓 (突破位:7.90),2.07,大连热电
600769,17.8,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.66),0.91,祥龙电业
600857,15.52,100,极强 (主升浪起爆),激进买入/加仓 (突破位:13.80),3.52,宁波中百
002350,16.7,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.21),1.0,北京科锐
603085,14.12,100,极强 (主升浪起爆),激进买入/加仓 (突破位:13.66),0.76,天成自控
002111,11.64,100,极强 (主升浪起爆),激进买入/加仓 (突破位:11.45),1.98,威海广泰
002591,8.76,100,极强 (主升浪起爆),激进买入/加仓 (突破位:8.36),4.51,恒大高新
002795,9.7,100,极强 (主升浪起爆),激进买入/加仓 (突破位:9.41),1.3,永和智控
000582,13.67,100,极强 (主升浪起爆),激进买入/加仓 (突破位:11.75),1.93,北部湾港
600736,9.86,100,极强 (主升浪起爆),激进买入/加仓 (突破位:9.21),1.73,苏州高新
002208,19.8,100,极强 (主升浪起爆),激进买入/加仓 (突破位:17.08),2.55,合肥城建
600578,6.37,70,中等 (趋势形成),底仓试错 (突破位:5.96),2.28,京能电力
000026,19.9,70,中等 (趋势形成),底仓试错 (突破位:19.14),0.8,飞亚达
002600,16.4,70,中等 (趋势形成),底仓试错 (突破位:15.76),2.06,领益智造
605006,15.47,70,中等 (趋势形成),底仓试错 (突破位:14.87),1.3,山东玻纤
605055,13.65,70,中等 (趋势形成),底仓试错 (突破位:13.64),1.58,迎丰股份
603385,12.44,70,中等 (趋势形成),底仓试错 (突破位:7.57),0.68,惠达卫浴
600586,7.64,70,中等 (趋势形成),底仓试错 (突破位:6.99),3.8,金晶科技
605077,18.65,70,中等 (趋势形成),底仓试错 (突破位:17.38),1.52,华康股份
600158,13.49,70,中等 (趋势形成),底仓试错 (突破位:12.20),1.44,中体产业
002763,9.87,70,中等 (趋势形成),底仓试错 (突破位:9.70),1.53,汇洁股份
600601,13.2,70,中等 (趋势形成),底仓试错 (突破位:12.31),2.52,方正科技
603165,18.61,70,中等 (趋势形成),底仓试错 (突破位:17.82),0.61,荣晟环保
002494,6.35,70,中等 (趋势形成),底仓试错 (突破位:6.25),0.98,华斯股份
600172,11.83,70,中等 (趋势形成),底仓试错 (突破位:11.59),2.29,黄河旋风
603012,9.55,70,中等 (趋势形成),底仓试错 (突破位:9.13),0.97,创力集团
603162,19.18,70,中等 (趋势形成),底仓试错 (突破位:18.20),0.93,海通发展
603002,16.35,70,中等 (趋势形成),底仓试错 (突破位:15.74),0.81,宏昌电子
603637,18.53,70,中等 (趋势形成),底仓试错 (突破位:17.12),0.55,镇海股份
600552,18.3,70,中等 (趋势形成),底仓试错 (突破位:17.00),1.31,凯盛科技
600667,12.66,70,中等 (趋势形成),底仓试错 (突破位:12.12),2.2,太极实业
002585,8.36,70,中等 (趋势形成),底仓试错 (突破位:8.33),1.95,双星新材
605069,15.88,70,中等 (趋势形成),底仓试错 (突破位:15.69),1.0,正和生态
002181,18.35,70,中等 (趋势形成),底仓试错 (突破位:16.49),1.0,粤 传 媒
603278,15.42,70,中等 (趋势形成),底仓试错 (突破位:14.91),2.8,大业股份
600156,14.19,70,中等 (趋势形成),底仓试错 (突破位:12.43),0.55,华升股份
603158,15.88,70,中等 (趋势形成),底仓试错 (突破位:14.18),0.71,腾龙股份
600869,18.93,70,中等 (趋势形成),底仓试错 (突破位:17.99),0.61,远东股份
002998,10.19,70,中等 (趋势形成),底仓试错 (突破位:9.68),0.97,优彩资源
600724,8.09,70,中等 (趋势形成),底仓试错 (突破位:7.45),0.78,宁波富达
600530,7.9,70,中等 (趋势形成),底仓试错 (突破位:6.78),3.95,交大昂立
600707,10.77,70,中等 (趋势形成),底仓试错 (突破位:9.17),1.21,彩虹股份
603458,13.4,70,中等 (趋势形成),底仓试错 (突破位:13.04),1.02,勘设股份
