code,price,score,signal_strength,action_advice,volume_ratio,name
002012,9.65,100,极强 (主升浪起爆),激进买入/加仓 (突破位:8.10),2.75,凯恩股份
002617,10.46,100,极强 (主升浪起爆),激进买入/加仓 (突破位:10.24),1.41,露笑科技
603637,19.98,100,极强 (主升浪起爆),激进买入/加仓 (突破位:18.80),1.17,镇海股份
600888,11.73,100,极强 (主升浪起爆),激进买入/加仓 (突破位:10.31),2.95,新疆众和
002579,16.54,100,极强 (主升浪起爆),激进买入/加仓 (突破位:13.98),1.29,中京电子
603990,19.59,100,极强 (主升浪起爆),激进买入/加仓 (突破位:17.30),1.65,麦迪科技
603730,13.45,100,极强 (主升浪起爆),激进买入/加仓 (突破位:12.28),1.38,岱美股份
605006,18.55,100,极强 (主升浪起爆),激进买入/加仓 (突破位:17.70),1.07,山东玻纤
600226,6.63,100,极强 (主升浪起爆),激进买入/加仓 (突破位:6.14),1.65,亨通股份
603997,14.09,70,中等 (趋势形成),底仓试错 (突破位:13.98),0.82,继峰股份
002406,8.95,70,中等 (趋势形成),底仓试错 (突破位:8.63),1.41,远东传动
002585,10.75,70,中等 (趋势形成),底仓试错 (突破位:9.29),1.52,双星新材
600909,7.64,70,中等 (趋势形成),底仓试错 (突破位:7.51),1.23,华安证券
002669,15.97,70,中等 (趋势形成),底仓试错 (突破位:15.40),1.69,康达新材
600578,9.7,70,中等 (趋势形成),底仓试错 (突破位:8.90),1.39,京能电力
605055,14.82,70,中等 (趋势形成),底仓试错 (突破位:14.20),0.67,迎丰股份
600172,13.27,70,中等 (趋势形成),底仓试错 (突破位:12.48),1.17,黄河旋风
002706,14.82,70,中等 (趋势形成),底仓试错 (突破位:13.88),0.67,良信股份
605500,10.99,70,中等 (趋势形成),底仓试错 (突破位:10.88),4.02,森林包装
600707,11.93,70,中等 (趋势形成),底仓试错 (突破位:11.72),1.01,彩虹股份
600969,12.06,70,中等 (趋势形成),底仓试错 (突破位:11.64),1.38,郴电国际
002277,7.43,70,中等 (趋势形成),底仓试错 (突破位:7.23),1.18,友阿股份
