code,price,score,signal_strength,action_advice,volume_ratio,name
000417,10.24,100,极强 (主升浪起爆),激进买入/加仓 (突破位:7.75),6.06,合百集团
603730,11.99,100,极强 (主升浪起爆),激进买入/加仓 (突破位:11.55),1.31,岱美股份
603990,16.88,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.75),1.29,麦迪科技
600222,7.98,100,极强 (主升浪起爆),激进买入/加仓 (突破位:7.97),1.39,太龙药业
600226,6.07,100,极强 (主升浪起爆),激进买入/加仓 (突破位:6.02),1.47,亨通股份
000700,15.45,100,极强 (主升浪起爆),激进买入/加仓 (突破位:14.85),2.2,模塑科技
600578,8.22,70,中等 (趋势形成),底仓试错 (突破位:7.01),5.52,京能电力
600909,7.32,70,中等 (趋势形成),底仓试错 (突破位:6.38),6.72,华安证券
002012,7.82,70,中等 (趋势形成),底仓试错 (突破位:7.62),2.77,凯恩股份
601677,19.21,70,中等 (趋势形成),底仓试错 (突破位:18.86),1.56,明泰铝业
002164,14.56,70,中等 (趋势形成),底仓试错 (突破位:14.32),3.21,宁波东力
002806,16.79,70,中等 (趋势形成),底仓试错 (突破位:16.50),2.81,华锋股份
600888,10.31,70,中等 (趋势形成),底仓试错 (突破位:10.15),2.7,新疆众和
002196,16.74,70,中等 (趋势形成),底仓试错 (突破位:16.35),3.73,方正电机
002254,15.93,70,中等 (趋势形成),底仓试错 (突破位:15.03),2.23,泰和新材
002169,18.87,70,中等 (趋势形成),底仓试错 (突破位:16.65),2.85,智光电气
000695,16.12,70,中等 (趋势形成),底仓试错 (突破位:15.96),2.76,滨海能源
605018,14.06,70,中等 (趋势形成),底仓试错 (突破位:13.55),1.95,长华集团
605500,10.88,70,中等 (趋势形成),底仓试错 (突破位:9.46),3.82,森林包装
603601,19.29,70,中等 (趋势形成),底仓试错 (突破位:18.75),1.16,再升科技
600336,8.65,70,中等 (趋势形成),底仓试错 (突破位:8.25),2.01,澳柯玛
603458,13.98,70,中等 (趋势形成),底仓试错 (突破位:13.86),1.33,勘设股份
