code,price,score,signal_strength,action_advice,volume_ratio,name
603085,12.67,100,极强 (主升浪起爆),激进买入/加仓 (突破位:12.33),0.46,天成自控
600379,18.46,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.78),0.34,宝光股份
600719,8.53,100,极强 (主升浪起爆),激进买入/加仓 (突破位:7.90),0.43,大连热电
002631,8.59,100,极强 (主升浪起爆),激进买入/加仓 (突破位:8.26),0.66,德尔未来
600884,17.69,100,极强 (主升浪起爆),激进买入/加仓 (突破位:17.53),0.39,杉杉股份
600546,14.3,100,极强 (主升浪起爆),激进买入/加仓 (突破位:14.16),0.27,山煤国际
000582,12.14,100,极强 (主升浪起爆),激进买入/加仓 (突破位:11.75),0.6,北部湾港
002795,9.68,100,极强 (主升浪起爆),激进买入/加仓 (突破位:9.41),0.43,永和智控
600158,12.34,70,中等 (趋势形成),底仓试错 (突破位:12.20),0.46,中体产业
605077,17.71,70,中等 (趋势形成),底仓试错 (突破位:17.38),0.44,华康股份
002998,10.08,70,中等 (趋势形成),底仓试错 (突破位:9.68),0.4,优彩资源
603601,16.73,70,中等 (趋势形成),底仓试错 (突破位:16.65),0.28,再升科技
605055,11.9,70,中等 (趋势形成),底仓试错 (突破位:11.85),0.28,迎丰股份
002348,11.85,70,中等 (趋势形成),底仓试错 (突破位:11.18),0.35,高乐股份
002203,19.79,70,中等 (趋势形成),底仓试错 (突破位:18.67),0.42,海亮股份
002494,6.28,70,中等 (趋势形成),底仓试错 (突破位:6.25),0.44,华斯股份
000703,18.23,70,中等 (趋势形成),底仓试错 (突破位:18.17),0.2,恒逸石化
600203,12.88,70,中等 (趋势形成),底仓试错 (突破位:12.80),0.54,福日电子
600110,11.45,70,中等 (趋势形成),底仓试错 (突破位:11.34),0.19,诺德股份
000949,8.29,70,中等 (趋势形成),底仓试错 (突破位:8.25),0.2,新乡化纤
600869,18.24,70,中等 (趋势形成),底仓试错 (突破位:17.99),0.22,远东股份
002181,18.14,70,中等 (趋势形成),底仓试错 (突破位:16.49),0.36,粤 传 媒
603777,18.07,70,中等 (趋势形成),底仓试错 (突破位:17.70),0.15,来伊份
000007,15.97,70,中等 (趋势形成),底仓试错 (突破位:15.51),0.57,全新好
002695,13.09,70,中等 (趋势形成),底仓试错 (突破位:12.60),0.55,煌上煌
000967,14.93,70,中等 (趋势形成),底仓试错 (突破位:14.81),0.3,盈峰环境
002283,12.35,70,中等 (趋势形成),底仓试错 (突破位:11.68),0.36,天润工业
