code,price,score,signal_strength,action_advice,volume_ratio,name
002250,17.99,70,中等 (趋势形成),底仓试错 (突破位:16.70),0.24,联化科技
600088,18.39,70,中等 (趋势形成),底仓试错 (突破位:17.78),0.74,中视传媒
603017,14.63,70,中等 (趋势形成),底仓试错 (突破位:13.30),0.37,中衡设计
002429,8.12,70,中等 (趋势形成),底仓试错 (突破位:8.08),0.3,兆驰股份
002237,14.36,70,中等 (趋势形成),底仓试错 (突破位:14.29),0.16,恒邦股份
601615,19.68,70,中等 (趋势形成),底仓试错 (突破位:18.43),0.35,明阳智能
601179,11.37,70,中等 (趋势形成),底仓试错 (突破位:11.18),0.25,中国西电
002115,16.19,70,中等 (趋势形成),底仓试错 (突破位:14.72),0.07,三维通信
688387,19.01,70,中等 (趋势形成),底仓试错 (突破位:15.84),0.11,信科移动
688653,14.33,70,中等 (趋势形成),底仓试错 (突破位:13.70),0.59,康希通信
002600,17.74,70,中等 (趋势形成),底仓试错 (突破位:16.90),0.26,领益智造
600638,6.9,70,中等 (趋势形成),底仓试错 (突破位:6.86),0.16,新黄浦
000676,10.14,70,中等 (趋势形成),底仓试错 (突破位:9.85),0.76,智度股份
002712,7.15,70,中等 (趋势形成),底仓试错 (突破位:6.70),0.4,思美传媒
600676,7.47,70,中等 (趋势形成),底仓试错 (突破位:6.79),0.07,交运股份
603085,12.77,70,中等 (趋势形成),底仓试错 (突破位:12.54),0.19,天成自控
002729,18.72,70,中等 (趋势形成),底仓试错 (突破位:18.18),0.83,好利科技
603703,18.77,70,中等 (趋势形成),底仓试错 (突破位:18.35),0.39,盛洋科技
603602,15.82,70,中等 (趋势形成),底仓试错 (突破位:15.55),0.92,纵横通信
000850,6.11,70,中等 (趋势形成),底仓试错 (突破位:6.02),0.16,华茂股份
600397,9.52,70,中等 (趋势形成),底仓试错 (突破位:9.06),0.31,江钨装备
002177,9.7,70,中等 (趋势形成),底仓试错 (突破位:9.63),0.25,御银股份
603918,19.45,70,中等 (趋势形成),底仓试错 (突破位:18.95),0.63,金桥信息
600100,9.67,70,中等 (趋势形成),底仓试错 (突破位:9.49),0.27,同方股份
688033,8.79,70,中等 (趋势形成),底仓试错 (突破位:8.74),0.26,天宜新材
002438,16.65,70,中等 (趋势形成),底仓试错 (突破位:16.57),0.19,江苏神通
601339,6.24,70,中等 (趋势形成),底仓试错 (突破位:6.01),0.28,百隆东方
600633,15.33,70,中等 (趋势形成),底仓试错 (突破位:13.98),0.85,浙数文化
688565,12.44,70,中等 (趋势形成),底仓试错 (突破位:12.17),0.23,力源科技
002624,18.22,70,中等 (趋势形成),底仓试错 (突破位:17.96),0.24,完美世界
002354,7.87,70,中等 (趋势形成),底仓试错 (突破位:7.35),0.71,天娱数科
688176,12.54,70,中等 (趋势形成),底仓试错 (突破位:12.24),0.26,亚虹医药
001219,15.52,70,中等 (趋势形成),底仓试错 (突破位:15.37),1.09,青岛食品
000593,14.39,70,中等 (趋势形成),底仓试错 (突破位:14.32),0.33,德龙汇能
600640,15.37,70,中等 (趋势形成),底仓试错 (突破位:14.66),0.76,国脉文化
603015,17.91,70,中等 (趋势形成),底仓试错 (突破位:17.11),1.11,弘讯科技
002795,7.51,70,中等 (趋势形成),底仓试错 (突破位:7.45),0.24,永和智控
002446,13.36,70,中等 (趋势形成),底仓试错 (突破位:12.50),0.26,盛路通信
600372,16.83,70,中等 (趋势形成),底仓试错 (突破位:16.28),0.38,中航机载
600986,10.74,70,中等 (趋势形成),底仓试错 (突破位:10.38),0.29,浙文互联
002082,16.56,70,中等 (趋势形成),底仓试错 (突破位:16.17),0.29,万邦德
603488,10.67,70,中等 (趋势形成),底仓试错 (突破位:10.53),0.88,展鹏科技
002519,11.47,70,中等 (趋势形成),底仓试错 (突破位:10.43),0.06,银河电子
002373,13.52,70,中等 (趋势形成),底仓试错 (突破位:13.28),0.26,千方科技
603012,7.22,70,中等 (趋势形成),底仓试错 (突破位:7.05),0.36,创力集团
601611,18.72,70,中等 (趋势形成),底仓试错 (突破位:18.62),0.39,中国核建
000532,18.22,70,中等 (趋势形成),底仓试错 (突破位:17.62),0.41,华金资本
601872,10.66,70,中等 (趋势形成),底仓试错 (突破位:10.08),0.38,招商轮船
605162,10.18,70,中等 (趋势形成),底仓试错 (突破位:9.84),1.94,新中港
002203,14.14,70,中等 (趋势形成),底仓试错 (突破位:14.05),0.6,海亮股份
688327,17.52,70,中等 (趋势形成),底仓试错 (突破位:16.39),0.62,云从科技
600556,8.6,70,中等 (趋势形成),底仓试错 (突破位:7.99),0.45,天下秀
600271,13.57,70,中等 (趋势形成),底仓试错 (突破位:13.43),0.18,航天信息
002394,19.97,70,中等 (趋势形成),底仓试错 (突破位:18.32),0.18,联发股份
603969,11.07,70,中等 (趋势形成),底仓试错 (突破位:10.70),0.48,银龙股份
688119,7.86,70,中等 (趋势形成),底仓试错 (突破位:6.84),0.39,中钢洛耐
688586,16.72,70,中等 (趋势形成),底仓试错 (突破位:16.25),0.36,江航装备
