code,price,score,signal_strength,action_advice,volume_ratio,name
002131,8.21,100,极强 (主升浪起爆),激进买入/加仓 (突破位:7.46),0.01,利欧股份
000987,10.85,100,极强 (主升浪起爆),激进买入/加仓 (突破位:10.13),0.59,越秀资本
600768,15.12,100,极强 (主升浪起爆),激进买入/加仓 (突破位:14.86),0.28,宁波富邦
002296,13.1,100,极强 (主升浪起爆),激进买入/加仓 (突破位:12.43),0.84,辉煌科技
688509,6.26,100,极强 (主升浪起爆),激进买入/加仓 (突破位:6.14),0.32,正元地信
600736,7.85,100,极强 (主升浪起爆),激进买入/加仓 (突破位:7.64),0.24,苏州高新
002243,11.85,100,极强 (主升浪起爆),激进买入/加仓 (突破位:11.62),0.28,力合科创
600703,15.94,100,极强 (主升浪起爆),激进买入/加仓 (突破位:15.91),0.35,三安光电
603660,12.1,100,极强 (主升浪起爆),激进买入/加仓 (突破位:11.73),0.24,苏州科达
002969,16.58,100,极强 (主升浪起爆),激进买入/加仓 (突破位:15.07),0.03,嘉美包装
600552,14.85,100,极强 (主升浪起爆),激进买入/加仓 (突破位:14.47),0.38,凯盛科技
600637,14.65,100,极强 (主升浪起爆),激进买入/加仓 (突破位:13.32),0.29,东方明珠
600338,17.65,100,极强 (主升浪起爆),激进买入/加仓 (突破位:17.48),0.25,西藏珠峰
600718,11.59,100,极强 (主升浪起爆),激进买入/加仓 (突破位:11.48),0.39,东软集团
002195,11.39,100,极强 (主升浪起爆),激进买入/加仓 (突破位:11.00),0.61,岩山科技
002856,14.6,100,极强 (主升浪起爆),激进买入/加仓 (突破位:13.72),0.35,美芝股份
002342,12.08,100,极强 (主升浪起爆),激进买入/加仓 (突破位:10.98),0.03,巨力索具
002383,15.18,70,中等 (趋势形成),底仓试错 (突破位:14.95),0.16,合众思壮
002471,9.04,70,中等 (趋势形成),底仓试错 (突破位:8.90),0.12,中超控股
002858,17.14,70,中等 (趋势形成),底仓试错 (突破位:16.61),0.33,力盛体育
000801,18.37,70,中等 (趋势形成),底仓试错 (突破位:18.18),0.16,四川九洲
002803,19.22,70,中等 (趋势形成),底仓试错 (突破位:18.98),0.39,吉宏股份
002400,11.41,70,中等 (趋势形成),底仓试错 (突破位:10.37),0.39,省广集团
603601,14.12,70,中等 (趋势形成),底仓试错 (突破位:13.93),0.12,再升科技
600589,10.66,70,中等 (趋势形成),底仓试错 (突破位:9.69),0.68,大位科技
002044,6.74,70,中等 (趋势形成),底仓试错 (突破位:6.48),0.02,美年健康
000917,13.27,70,中等 (趋势形成),底仓试错 (突破位:12.42),0.31,电广传媒
600973,9.0,70,中等 (趋势形成),底仓试错 (突破位:8.76),0.27,宝胜股份
002413,19.37,70,中等 (趋势形成),底仓试错 (突破位:18.31),0.2,雷科防务
688315,15.75,70,中等 (趋势形成),底仓试错 (突破位:15.15),0.73,诺禾致源
