code,price,score,signal_strength,action_advice,volume_ratio,name
002131,10.4,100,极强 (主升浪起爆),激进买入/加仓 (突破位:7.46),1.05,利欧股份
600969,11.59,100,极强 (主升浪起爆),激进买入/加仓 (突破位:11.49),0.3,郴电国际
600768,16.38,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.36),0.35,宁波富邦
600955,18.72,100,极强 (主升浪起爆),激进买入/加仓 (突破位:18.38),0.84,维远股份
603577,11.51,100,极强 (主升浪起爆),激进买入/加仓 (突破位:11.38),0.36,汇金通
600382,8.48,100,极强 (主升浪起爆),激进买入/加仓 (突破位:8.02),0.82,广东明珠
601700,6.73,100,极强 (主升浪起爆),激进买入/加仓 (突破位:6.38),0.68,风范股份
600409,7.01,100,极强 (主升浪起爆),激进买入/加仓 (突破位:6.99),0.37,三友化工
600348,9.28,100,极强 (主升浪起爆),激进买入/加仓 (突破位:9.03),0.53,华阳股份
002560,11.34,100,极强 (主升浪起爆),激进买入/加仓 (突破位:11.30),0.35,通达股份
600623,9.17,100,极强 (主升浪起爆),激进买入/加仓 (突破位:9.01),1.07,华谊集团
000683,8.17,70,中等 (趋势形成),底仓试错 (突破位:7.96),0.4,博源化工
000510,16.69,70,中等 (趋势形成),底仓试错 (突破位:15.90),0.31,新金路
601615,19.68,70,中等 (趋势形成),底仓试错 (突破位:18.43),0.35,明阳智能
002237,15.48,70,中等 (趋势形成),底仓试错 (突破位:15.46),0.28,恒邦股份
002033,9.6,70,中等 (趋势形成),底仓试错 (突破位:9.56),0.41,丽江股份
002350,9.92,70,中等 (趋势形成),底仓试错 (突破位:9.75),0.6,北京科锐
600302,13.31,70,中等 (趋势形成),底仓试错 (突破位:12.77),0.5,标准股份
603166,17.97,70,中等 (趋势形成),底仓试错 (突破位:17.18),0.5,福达股份
603966,14.2,70,中等 (趋势形成),底仓试错 (突破位:14.18),0.35,法兰泰克
603861,16.06,70,中等 (趋势形成),底仓试错 (突破位:15.02),0.5,白云电器
600189,8.11,70,中等 (趋势形成),底仓试错 (突破位:7.88),0.55,泉阳泉
603187,16.51,70,中等 (趋势形成),底仓试错 (突破位:16.43),0.46,海容冷链
001239,17.08,70,中等 (趋势形成),底仓试错 (突破位:16.95),0.32,永达股份
002546,9.09,70,中等 (趋势形成),底仓试错 (突破位:8.61),0.99,新联电子
600841,6.86,70,中等 (趋势形成),底仓试错 (突破位:6.80),1.81,动力新科
002852,11.45,70,中等 (趋势形成),底仓试错 (突破位:11.36),0.7,道道全
601163,16.36,70,中等 (趋势形成),底仓试错 (突破位:15.53),2.26,三角轮胎
603058,10.97,70,中等 (趋势形成),底仓试错 (突破位:10.56),0.77,永吉股份
002039,19.41,70,中等 (趋势形成),底仓试错 (突破位:19.31),0.32,黔源电力
002358,7.1,70,中等 (趋势形成),底仓试错 (突破位:6.45),0.1,森源电气
000636,19.92,70,中等 (趋势形成),底仓试错 (突破位:19.33),0.68,风华高科
600774,10.58,70,中等 (趋势形成),底仓试错 (突破位:10.43),0.93,汉商集团
600195,8.49,70,中等 (趋势形成),底仓试错 (突破位:8.40),0.78,中牧股份
002627,8.68,70,中等 (趋势形成),底仓试错 (突破位:8.49),0.36,三峡旅游
600397,10.08,70,中等 (趋势形成),底仓试错 (突破位:9.98),0.3,江钨装备
002452,10.22,70,中等 (趋势形成),底仓试错 (突破位:9.85),0.99,长高电新
002092,5.84,70,中等 (趋势形成),底仓试错 (突破位:5.83),0.38,中泰化学
001376,19.76,70,中等 (趋势形成),底仓试错 (突破位:18.50),0.23,百通能源
000830,18.33,70,中等 (趋势形成),底仓试错 (突破位:18.08),0.31,鲁西化工
600550,15.69,70,中等 (趋势形成),底仓试错 (突破位:15.25),0.45,保变电气
000682,13.99,70,中等 (趋势形成),底仓试错 (突破位:13.65),0.65,东方电子
000576,11.81,70,中等 (趋势形成),底仓试错 (突破位:11.27),0.75,甘化科工
000990,8.3,70,中等 (趋势形成),底仓试错 (突破位:8.24),0.41,诚志股份
600577,16.09,70,中等 (趋势形成),底仓试错 (突破位:15.50),0.22,精达股份
601156,19.03,70,中等 (趋势形成),底仓试错 (突破位:19.01),0.35,东航物流
002478,9.48,70,中等 (趋势形成),底仓试错 (突破位:9.46),0.32,常宝股份
603022,11.58,70,中等 (趋势形成),底仓试错 (突破位:11.31),0.43,新通联
603730,9.96,70,中等 (趋势形成),底仓试错 (突破位:9.54),0.41,岱美股份
603056,18.86,70,中等 (趋势形成),底仓试错 (突破位:18.68),5.87,德邦股份
688565,13.02,70,中等 (趋势形成),底仓试错 (突破位:12.68),0.34,力源科技
002339,11.4,70,中等 (趋势形成),底仓试错 (突破位:10.36),0.32,积成电子
002182,18.36,70,中等 (趋势形成),底仓试错 (突破位:18.10),0.32,宝武镁业
605167,18.4,70,中等 (趋势形成),底仓试错 (突破位:17.58),0.31,利柏特
000862,6.36,70,中等 (趋势形成),底仓试错 (突破位:6.34),0.42,银星能源
600278,8.66,70,中等 (趋势形成),底仓试错 (突破位:8.63),0.53,东方创业
002378,19.24,70,中等 (趋势形成),底仓试错 (突破位:18.97),0.25,章源钨业
600595,10.1,70,中等 (趋势形成),底仓试错 (突破位:9.84),0.28,中孚实业
002539,13.24,70,中等 (趋势形成),底仓试错 (突破位:12.70),0.6,云图控股
688352,14.34,70,中等 (趋势形成),底仓试错 (突破位:14.15),0.57,颀中科技
000506,15.97,70,中等 (趋势形成),底仓试错 (突破位:15.24),0.45,招金黄金
002533,14.34,70,中等 (趋势形成),底仓试错 (突破位:14.30),0.56,金杯电工
002443,9.35,70,中等 (趋势形成),底仓试错 (突破位:9.15),0.54,金洲管道
600686,20.0,70,中等 (趋势形成),底仓试错 (突破位:19.43),0.58,金龙汽车
600201,18.28,70,中等 (趋势形成),底仓试错 (突破位:17.98),0.22,生物股份
002483,7.42,70,中等 (趋势形成),底仓试错 (突破位:7.33),0.28,润邦股份
002454,9.81,70,中等 (趋势形成),底仓试错 (突破位:9.44),0.71,松芝股份
600481,7.58,70,中等 (趋势形成),底仓试错 (突破位:7.55),0.45,双良节能
002440,8.02,70,中等 (趋势形成),底仓试错 (突破位:7.92),0.42,闰土股份
600232,8.97,70,中等 (趋势形成),底仓试错 (突破位:8.85),0.2,金鹰股份
000949,6.78,70,中等 (趋势形成),底仓试错 (突破位:6.39),0.22,新乡化纤
603165,14.8,70,中等 (趋势形成),底仓试错 (突破位:13.85),1.0,荣晟环保
002434,10.0,70,中等 (趋势形成),底仓试错 (突破位:9.88),0.5,万里扬
002357,12.88,70,中等 (趋势形成),底仓试错 (突破位:12.75),0.32,富临运业
601968,6.14,70,中等 (趋势形成),底仓试错 (突破位:5.80),0.41,宝钢包装
002064,12.68,70,中等 (趋势形成),底仓试错 (突破位:12.28),0.25,华峰化学
002334,9.54,70,中等 (趋势形成),底仓试错 (突破位:9.46),0.33,英威腾
688779,9.61,70,中等 (趋势形成),底仓试错 (突破位:9.44),0.44,五矿新能
600075,5.79,70,中等 (趋势形成),底仓试错 (突破位:5.63),0.63,新疆天业
688022,16.82,70,中等 (趋势形成),底仓试错 (突破位:16.51),0.36,瀚川智能
002258,16.38,70,中等 (趋势形成),底仓试错 (突破位:15.66),0.4,利尔化学
