code,price,score,signal_strength,action_advice,volume_ratio,name
002078,16.84,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.36),37.86,太阳纸业
601827,9.06,100,极强 (主升浪起爆),激进买入/加仓 (突破位:8.98),43.53,三峰环境
002233,9.95,100,极强 (主升浪起爆),激进买入/加仓 (突破位:9.81),30.75,塔牌集团
600497,10.97,100,极强 (主升浪起爆),激进买入/加仓 (突破位:10.26),49.62,驰宏锌锗
600926,16.03,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.02),53.32,杭州银行
600409,7.58,100,极强 (主升浪起爆),激进买入/加仓 (突破位:7.42),38.42,三友化工
601339,7.01,100,极强 (主升浪起爆),激进买入/加仓 (突破位:6.75),42.75,百隆东方
000990,9.28,100,极强 (主升浪起爆),激进买入/加仓 (突破位:9.21),96.45,诚志股份
600583,6.86,100,极强 (主升浪起爆),激进买入/加仓 (突破位:6.65),46.57,海油工程
600667,10.27,100,极强 (主升浪起爆),激进买入/加仓 (突破位:10.18),72.26,太极实业
601677,18.07,100,极强 (主升浪起爆),激进买入/加仓 (突破位:17.02),77.59,明泰铝业
600888,9.64,100,极强 (主升浪起爆),激进买入/加仓 (突破位:9.22),58.67,新疆众和
600388,17.98,100,极强 (主升浪起爆),激进买入/加仓 (突破位:17.70),49.95,龙净环保
002114,11.42,100,极强 (主升浪起爆),激进买入/加仓 (突破位:11.17),62.76,罗平锌电
000703,12.18,100,极强 (主升浪起爆),激进买入/加仓 (突破位:11.86),32.34,恒逸石化
601212,13.81,100,极强 (主升浪起爆),激进买入/加仓 (突破位:10.37),60.55,白银有色
000612,15.17,100,极强 (主升浪起爆),激进买入/加仓 (突破位:14.27),52.11,焦作万方
601857,10.92,100,极强 (主升浪起爆),激进买入/加仓 (突破位:10.48),57.87,中国石油
000630,8.35,100,极强 (主升浪起爆),激进买入/加仓 (突破位:6.86),91.81,铜陵有色
002911,14.16,100,极强 (主升浪起爆),激进买入/加仓 (突破位:14.10),39.83,佛燃能源
601121,8.77,100,极强 (主升浪起爆),激进买入/加仓 (突破位:8.45),77.93,宝地矿业
000655,11.15,100,极强 (主升浪起爆),激进买入/加仓 (突破位:10.71),94.34,金岭矿业
600452,12.23,100,极强 (主升浪起爆),激进买入/加仓 (突破位:11.35),51.49,涪陵电力
600618,15.92,100,极强 (主升浪起爆),激进买入/加仓 (突破位:15.40),65.05,氯碱化工
000902,17.47,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.97),50.12,新洋丰
600481,8.82,100,极强 (主升浪起爆),激进买入/加仓 (突破位:7.85),77.86,双良节能
000060,8.31,100,极强 (主升浪起爆),激进买入/加仓 (突破位:7.94),71.54,中金岭南
603898,16.82,100,极强 (主升浪起爆),激进买入/加仓 (突破位:15.98),88.97,好莱客
600366,15.48,100,极强 (主升浪起爆),激进买入/加仓 (突破位:15.05),32.81,宁波韵升
600064,9.17,100,极强 (主升浪起爆),激进买入/加仓 (突破位:9.12),35.54,南京高科
603599,15.5,100,极强 (主升浪起爆),激进买入/加仓 (突破位:13.30),65.6,广信股份
600623,10.03,100,极强 (主升浪起爆),激进买入/加仓 (突破位:9.79),44.84,华谊集团
600354,7.01,100,极强 (主升浪起爆),激进买入/加仓 (突破位:6.86),54.38,敦煌种业
002170,14.15,100,极强 (主升浪起爆),激进买入/加仓 (突破位:13.64),63.15,芭田股份
000970,14.86,100,极强 (主升浪起爆),激进买入/加仓 (突破位:14.73),41.47,中科三环
002169,12.95,100,极强 (主升浪起爆),激进买入/加仓 (突破位:12.57),26.78,智光电气
603519,13.54,100,极强 (主升浪起爆),激进买入/加仓 (突破位:13.28),37.94,立霸股份
000737,18.49,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.66),64.21,北方铜业
000301,12.81,100,极强 (主升浪起爆),激进买入/加仓 (突破位:12.20),60.47,东方盛虹
002539,14.79,100,极强 (主升浪起爆),激进买入/加仓 (突破位:14.13),67.32,云图控股
603806,17.84,100,极强 (主升浪起爆),激进买入/加仓 (突破位:17.31),105.35,福斯特
002588,11.2,100,极强 (主升浪起爆),激进买入/加仓 (突破位:10.93),50.29,史丹利
600986,13.78,100,极强 (主升浪起爆),激进买入/加仓 (突破位:12.39),102.71,浙文互联
601298,9.47,100,极强 (主升浪起爆),激进买入/加仓 (突破位:9.07),76.02,青岛港
600507,6.41,100,极强 (主升浪起爆),激进买入/加仓 (突破位:6.40),45.78,方大特钢
002057,11.36,100,极强 (主升浪起爆),激进买入/加仓 (突破位:11.29),47.26,中钢天源
002440,11.83,100,极强 (主升浪起爆),激进买入/加仓 (突破位:9.58),106.32,闰土股份
600714,16.56,70,中等 (趋势形成),底仓试错 (突破位:15.81),53.01,金瑞矿业
688223,6.9,70,中等 (趋势形成),底仓试错 (突破位:6.69),1.96,晶科能源
600352,14.75,70,中等 (趋势形成),底仓试错 (突破位:13.58),79.05,浙江龙盛
603900,10.53,70,中等 (趋势形成),底仓试错 (突破位:9.88),150.36,莱绅通灵
000852,8.3,70,中等 (趋势形成),底仓试错 (突破位:8.20),40.43,石化机械
688549,10.77,70,中等 (趋势形成),底仓试错 (突破位:10.74),1.6,中巨芯
603212,18.0,70,中等 (趋势形成),底仓试错 (突破位:16.24),83.32,赛伍技术
600251,11.14,70,中等 (趋势形成),底仓试错 (突破位:10.64),43.41,冠农股份
002041,10.07,70,中等 (趋势形成),底仓试错 (突破位:10.00),81.39,登海种业
600655,5.91,70,中等 (趋势形成),底仓试错 (突破位:5.74),109.28,豫园股份
601886,9.79,70,中等 (趋势形成),底仓试错 (突破位:9.56),24.85,江河集团
600722,8.61,70,中等 (趋势形成),底仓试错 (突破位:7.28),83.38,金牛化工
603429,11.72,70,中等 (趋势形成),底仓试错 (突破位:11.69),25.71,集友股份
601808,16.89,70,中等 (趋势形成),底仓试错 (突破位:16.00),68.81,中海油服
688512,12.43,70,中等 (趋势形成),底仓试错 (突破位:12.18),1.42,慧智微
002490,9.78,70,中等 (趋势形成),底仓试错 (突破位:9.28),39.67,山东墨龙
601155,16.38,70,中等 (趋势形成),底仓试错 (突破位:15.99),31.48,新城控股
002556,6.59,70,中等 (趋势形成),底仓试错 (突破位:6.51),37.87,辉隆股份
688033,9.15,70,中等 (趋势形成),底仓试错 (突破位:9.05),0.86,天宜新材
600026,15.72,70,中等 (趋势形成),底仓试错 (突破位:14.91),45.87,中远海能
688315,17.0,70,中等 (趋势形成),底仓试错 (突破位:16.80),1.59,诺禾致源
000951,19.43,70,中等 (趋势形成),底仓试错 (突破位:18.39),97.54,中国重汽
603578,16.99,70,中等 (趋势形成),底仓试错 (突破位:13.93),223.28,三星新材
600331,15.15,70,中等 (趋势形成),底仓试错 (突破位:14.75),43.04,宏达股份
600350,10.23,70,中等 (趋势形成),底仓试错 (突破位:10.20),39.96,山东高速
601952,9.64,70,中等 (趋势形成),底仓试错 (突破位:9.58),67.71,苏垦农发
002144,15.0,70,中等 (趋势形成),底仓试错 (突破位:14.95),73.01,宏达高科
688176,14.21,70,中等 (趋势形成),底仓试错 (突破位:13.57),1.29,亚虹医药
688728,17.05,70,中等 (趋势形成),底仓试错 (突破位:16.80),1.63,格科微
600817,12.63,70,中等 (趋势形成),底仓试错 (突破位:11.92),30.51,宇通重工
002207,11.18,70,中等 (趋势形成),底仓试错 (突破位:9.92),49.77,准油股份
601108,9.46,70,中等 (趋势形成),底仓试错 (突破位:9.38),54.52,财通证券
688565,13.66,70,中等 (趋势形成),底仓试错 (突破位:12.68),1.77,力源科技
600621,16.96,70,中等 (趋势形成),底仓试错 (突破位:16.88),62.12,华鑫股份
603588,10.36,70,中等 (趋势形成),底仓试错 (突破位:10.13),42.65,高能环境
002458,9.5,70,中等 (趋势形成),底仓试错 (突破位:9.35),67.2,益生股份
000554,8.12,70,中等 (趋势形成),底仓试错 (突破位:7.49),68.85,泰山石油
688653,14.36,70,中等 (趋势形成),底仓试错 (突破位:14.35),1.23,康希通信
002043,16.68,70,中等 (趋势形成),底仓试错 (突破位:15.05),41.88,兔 宝 宝
002688,6.71,70,中等 (趋势形成),底仓试错 (突破位:6.50),92.3,金河生物
603958,17.38,70,中等 (趋势形成),底仓试错 (突破位:16.84),191.4,哈森股份
600869,12.18,70,中等 (趋势形成),底仓试错 (突破位:12.01),38.63,远东股份
601600,14.6,70,中等 (趋势形成),底仓试错 (突破位:14.44),68.54,中国铝业
688352,15.38,70,中等 (趋势形成),底仓试错 (突破位:14.15),4.9,颀中科技
002319,14.69,70,中等 (趋势形成),底仓试错 (突破位:13.75),82.05,乐通股份
002167,15.05,70,中等 (趋势形成),底仓试错 (突破位:14.60),61.3,东方锆业
000795,10.9,70,中等 (趋势形成),底仓试错 (突破位:10.75),42.68,英洛华
601068,6.53,70,中等 (趋势形成),底仓试错 (突破位:6.27),46.39,中铝国际
002724,7.51,70,中等 (趋势形成),底仓试错 (突破位:7.44),136.37,海洋王
601390,5.74,70,中等 (趋势形成),底仓试错 (突破位:5.73),168.63,中国中铁
688280,9.55,70,中等 (趋势形成),底仓试错 (突破位:9.36),0.7,精进电动
600970,11.11,70,中等 (趋势形成),底仓试错 (突破位:11.02),38.21,中材国际
000151,13.73,70,中等 (趋势形成),底仓试错 (突破位:13.72),50.69,中成股份
600866,7.52,70,中等 (趋势形成),底仓试错 (突破位:7.50),52.24,星湖科技
002206,7.26,70,中等 (趋势形成),底仓试错 (突破位:7.06),52.12,海 利 得
002457,12.12,70,中等 (趋势形成),底仓试错 (突破位:12.08),80.66,青龙管业
601128,7.4,70,中等 (趋势形成),底仓试错 (突破位:7.33),53.42,常熟银行
688779,9.9,70,中等 (趋势形成),底仓试错 (突破位:9.44),1.75,五矿新能
002372,12.51,70,中等 (趋势形成),底仓试错 (突破位:11.78),49.29,伟星新材
688022,17.18,70,中等 (趋势形成),底仓试错 (突破位:16.51),1.21,瀚川智能
002828,14.54,70,中等 (趋势形成),底仓试错 (突破位:12.80),58.87,贝肯能源
