代码,名称,收盘,信号,强度,操作建议,历史胜率参考
002860,星帅尔,16.53,蓄势,60,极致缩量，洗盘彻底，支撑位上方待变,72%
002745,木林森,11.95,蓄势,60,极致缩量，洗盘彻底，支撑位上方待变,72%
600288,大恒科技,15.46,蓄势,60,极致缩量，洗盘彻底，支撑位上方待变,72%
