code,price,score,signal_strength,action_advice,volume_ratio,name
601636,9.77,100,极强 (主升浪起爆),激进买入/加仓 (突破位:9.19),0.88,旗滨集团
600366,15.99,100,极强 (主升浪起爆),激进买入/加仓 (突破位:15.85),1.03,宁波韵升
002559,13.98,100,极强 (主升浪起爆),激进买入/加仓 (突破位:12.60),1.42,亚威股份
002972,19.0,70,中等 (趋势形成),底仓试错 (突破位:17.80),0.88,科安达
600579,8.08,70,中等 (趋势形成),底仓试错 (突破位:8.07),0.92,中化装备
002631,11.48,70,中等 (趋势形成),底仓试错 (突破位:10.45),0.88,德尔未来
000810,13.39,70,中等 (趋势形成),底仓试错 (突破位:13.22),1.02,创维数字
603977,16.21,70,中等 (趋势形成),底仓试错 (突破位:15.99),1.3,国泰集团
600707,17.66,70,中等 (趋势形成),底仓试错 (突破位:14.91),0.78,彩虹股份
002587,7.53,70,中等 (趋势形成),底仓试错 (突破位:7.47),1.46,奥拓电子
