code,price,score,signal_strength,action_advice,volume_ratio,name
002559,14.24,100,极强 (主升浪起爆),激进买入/加仓 (突破位:12.60),2.63,亚威股份
600601,15.12,100,极强 (主升浪起爆),激进买入/加仓 (突破位:15.07),1.5,方正科技
600366,16.83,100,极强 (主升浪起爆),激进买入/加仓 (突破位:15.85),1.89,宁波韵升
002972,18.81,70,中等 (趋势形成),底仓试错 (突破位:17.80),1.26,科安达
605208,16.87,70,中等 (趋势形成),底仓试错 (突破位:16.62),1.26,永茂泰
000571,6.84,70,中等 (趋势形成),底仓试错 (突破位:6.77),1.25,新大洲A
600707,15.02,70,中等 (趋势形成),底仓试错 (突破位:14.91),1.32,彩虹股份
002631,10.91,70,中等 (趋势形成),底仓试错 (突破位:10.45),1.34,德尔未来
603856,13.81,70,中等 (趋势形成),底仓试错 (突破位:13.68),1.16,东宏股份
000566,6.14,70,中等 (趋势形成),底仓试错 (突破位:5.57),5.78,海南海药
