代码,名称,收盘,信号,强度,操作建议,历史胜率参考
000779,甘咨询,11.57,蓄势,60,极致缩量，洗盘彻底，支撑位上方待变,72%
000676,智度股份,7.48,蓄势,60,极致缩量，洗盘彻底，支撑位上方待变,72%
