code,price,score,signal_strength,action_advice,volume_ratio,name
601198,14.29,100,极强 (主升浪起爆),激进买入/加仓 (突破位:14.10),0.81,东兴证券
600883,16.4,70,中等 (趋势形成),底仓试错 (突破位:15.52),4.03,博闻科技
000948,15.78,70,中等 (趋势形成),底仓试错 (突破位:15.53),2.42,南天信息
002905,16.33,70,中等 (趋势形成),底仓试错 (突破位:15.29),3.2,金逸影视
600621,16.87,70,中等 (趋势形成),底仓试错 (突破位:16.40),1.72,华鑫股份
600018,5.24,70,中等 (趋势形成),底仓试错 (突破位:5.19),0.9,上港集团
603378,9.6,70,中等 (趋势形成),底仓试错 (突破位:9.15),1.24,亚士创能
600428,11.58,70,中等 (趋势形成),底仓试错 (突破位:11.55),0.29,中远海特
000705,10.15,70,中等 (趋势形成),底仓试错 (突破位:10.08),0.88,浙江震元
600655,11.62,70,中等 (趋势形成),底仓试错 (突破位:11.43),1.1,豫园股份
000779,11.18,70,中等 (趋势形成),底仓试错 (突破位:10.76),2.33,甘咨询
600267,11.98,70,中等 (趋势形成),底仓试错 (突破位:11.83),1.87,海正药业
601019,16.94,70,中等 (趋势形成),底仓试错 (突破位:15.53),1.24,山东出版
000610,11.37,70,中等 (趋势形成),底仓试错 (突破位:11.34),1.64,西安旅游
002671,15.16,70,中等 (趋势形成),底仓试错 (突破位:14.28),1.36,龙泉股份
002758,9.88,70,中等 (趋势形成),底仓试错 (突破位:9.80),0.64,浙农股份
600774,13.08,70,中等 (趋势形成),底仓试错 (突破位:12.59),1.0,汉商集团
002884,19.2,70,中等 (趋势形成),底仓试错 (突破位:19.18),0.78,凌霄泵业
000597,14.98,70,中等 (趋势形成),底仓试错 (突破位:14.44),0.91,东北制药
