code,price,score,signal_strength,action_advice,volume_ratio,name
002250,17.54,70,中等 (趋势形成),底仓试错 (突破位:17.17),0.3,联化科技
601121,7.36,70,中等 (趋势形成),底仓试错 (突破位:7.19),0.24,宝地矿业
600352,13.99,70,中等 (趋势形成),底仓试错 (突破位:13.88),0.27,浙江龙盛
002538,7.18,70,中等 (趋势形成),底仓试错 (突破位:7.03),0.31,司尔特
605007,16.77,70,中等 (趋势形成),底仓试错 (突破位:16.63),0.36,五洲特纸
600333,6.2,70,中等 (趋势形成),底仓试错 (突破位:6.17),0.18,长春燃气
600428,11.58,70,中等 (趋势形成),底仓试错 (突破位:11.55),0.29,中远海特
000703,18.18,70,中等 (趋势形成),底仓试错 (突破位:17.95),0.27,恒逸石化
002293,11.41,70,中等 (趋势形成),底仓试错 (突破位:11.36),0.22,罗莱生活
600201,13.97,70,中等 (趋势形成),底仓试错 (突破位:13.94),0.2,生物股份
002900,14.83,70,中等 (趋势形成),底仓试错 (突破位:13.61),0.52,哈三联
002153,9.04,70,中等 (趋势形成),底仓试错 (突破位:8.95),0.25,石基信息
600663,9.39,70,中等 (趋势形成),底仓试错 (突破位:9.23),0.27,陆家嘴
