code,price,score,signal_strength,action_advice,volume_ratio,name
603105,11.45,100,极强 (主升浪起爆),激进买入/加仓 (突破位:11.11),2.87,芯能科技
605299,13.9,100,极强 (主升浪起爆),激进买入/加仓 (突破位:13.35),3.1,舒华体育
601218,7.43,100,极强 (主升浪起爆),激进买入/加仓 (突破位:6.94),3.16,吉鑫科技
000007,14.42,100,极强 (主升浪起爆),激进买入/加仓 (突破位:14.30),1.0,全新好
603817,9.07,100,极强 (主升浪起爆),激进买入/加仓 (突破位:7.90),4.44,海峡环保
603985,19.76,70,中等 (趋势形成),底仓试错 (突破位:18.97),1.36,恒润股份
000890,14.0,70,中等 (趋势形成),底仓试错 (突破位:11.09),1.15,法尔胜
600722,17.93,70,中等 (趋势形成),底仓试错 (突破位:16.94),1.18,金牛化工
603687,12.17,70,中等 (趋势形成),底仓试错 (突破位:12.12),1.03,大胜达
600012,15.7,70,中等 (趋势形成),底仓试错 (突破位:15.35),0.86,皖通高速
000617,10.71,70,中等 (趋势形成),底仓试错 (突破位:10.44),3.78,中油资本
603421,10.33,70,中等 (趋势形成),底仓试错 (突破位:10.20),2.26,鼎信通讯
603803,13.9,70,中等 (趋势形成),底仓试错 (突破位:13.75),3.7,瑞斯康达
