code,price,score,signal_strength,action_advice,volume_ratio,name
601898,17.53,70,中等 (趋势形成),底仓试错 (突破位:15.35),0.22,中煤能源
002350,14.23,70,中等 (趋势形成),底仓试错 (突破位:12.32),0.36,北京科锐
002491,12.2,70,中等 (趋势形成),底仓试错 (突破位:10.98),0.16,通鼎互联
600028,7.03,70,中等 (趋势形成),底仓试错 (突破位:6.70),0.37,中国石化
600722,12.3,70,中等 (趋势形成),底仓试错 (突破位:10.46),0.11,金牛化工
000890,9.15,70,中等 (趋势形成),底仓试错 (突破位:8.02),0.75,法尔胜
000862,7.31,70,中等 (趋势形成),底仓试错 (突破位:7.03),0.36,银星能源
601919,15.78,70,中等 (趋势形成),底仓试错 (突破位:15.49),0.34,中远海控
603187,16.92,70,中等 (趋势形成),底仓试错 (突破位:16.70),0.27,海容冷链
000993,14.74,70,中等 (趋势形成),底仓试错 (突破位:14.47),0.33,闽东电力
600860,15.86,70,中等 (趋势形成),底仓试错 (突破位:14.81),0.16,京城股份
601798,10.07,70,中等 (趋势形成),底仓试错 (突破位:9.97),0.26,蓝科高新
600236,11.62,70,中等 (趋势形成),底仓试错 (突破位:9.14),0.52,桂冠电力
603269,15.4,70,中等 (趋势形成),底仓试错 (突破位:14.77),0.3,海鸥股份
002877,10.89,70,中等 (趋势形成),底仓试错 (突破位:10.19),0.21,智能自控
600546,11.81,70,中等 (趋势形成),底仓试错 (突破位:11.80),0.2,山煤国际
605366,10.21,70,中等 (趋势形成),底仓试错 (突破位:9.00),0.22,宏柏新材
600152,9.57,70,中等 (趋势形成),底仓试错 (突破位:9.45),0.25,维科技术
601872,17.46,70,中等 (趋势形成),底仓试错 (突破位:16.41),0.28,招商轮船
600172,9.9,70,中等 (趋势形成),底仓试错 (突破位:9.84),0.06,黄河旋风
000803,10.4,70,中等 (趋势形成),底仓试错 (突破位:10.14),0.18,山高环能
600468,8.55,70,中等 (趋势形成),底仓试错 (突破位:8.35),0.22,百利电气
