code,price,score,signal_strength,action_advice,volume_ratio,name
600590,16.99,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.18),0.36,泰豪科技
000993,15.25,100,极强 (主升浪起爆),激进买入/加仓 (突破位:15.15),0.55,闽东电力
600773,16.52,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.42),0.49,西藏城投
002322,14.3,70,中等 (趋势形成),底仓试错 (突破位:14.16),0.35,理工能科
000862,8.36,70,中等 (趋势形成),底仓试错 (突破位:7.93),0.49,银星能源
600470,8.65,70,中等 (趋势形成),底仓试错 (突破位:8.58),0.71,六国化工
605066,9.14,70,中等 (趋势形成),底仓试错 (突破位:9.12),0.38,天正电气
600603,7.63,70,中等 (趋势形成),底仓试错 (突破位:7.53),0.96,广汇物流
002053,13.01,70,中等 (趋势形成),底仓试错 (突破位:12.49),1.1,云南能投
603856,14.84,70,中等 (趋势形成),底仓试错 (突破位:14.34),0.7,东宏股份
603985,18.61,70,中等 (趋势形成),底仓试错 (突破位:18.34),0.41,恒润股份
600379,13.97,70,中等 (趋势形成),底仓试错 (突破位:13.93),0.44,宝光股份
603588,14.02,70,中等 (趋势形成),底仓试错 (突破位:13.70),0.4,高能环境
002730,19.17,70,中等 (趋势形成),底仓试错 (突破位:18.19),0.53,电光科技
600268,16.34,70,中等 (趋势形成),底仓试错 (突破位:15.50),0.44,国电南自
