code,price,score,signal_strength,action_advice,volume_ratio,name
002890,17.29,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.99),67.38,弘宇股份
002159,16.32,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.17),27.0,三特索道
603980,6.55,100,极强 (主升浪起爆),激进买入/加仓 (突破位:6.09),140.3,吉华集团
601118,7.34,100,极强 (主升浪起爆),激进买入/加仓 (突破位:6.78),57.28,海南橡胶
605337,14.59,100,极强 (主升浪起爆),激进买入/加仓 (突破位:13.83),167.92,李子园
603916,13.2,100,极强 (主升浪起爆),激进买入/加仓 (突破位:13.13),77.29,苏博特
002033,9.74,100,极强 (主升浪起爆),激进买入/加仓 (突破位:9.67),29.77,丽江股份
002538,7.44,100,极强 (主升浪起爆),激进买入/加仓 (突破位:7.26),50.9,司尔特
603861,16.62,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.10),45.3,白云电器
001979,10.57,100,极强 (主升浪起爆),激进买入/加仓 (突破位:10.21),31.23,招商蛇口
600987,7.63,100,极强 (主升浪起爆),激进买入/加仓 (突破位:7.48),104.77,航民股份
002716,19.04,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.45),55.82,湖南白银
002185,15.17,100,极强 (主升浪起爆),激进买入/加仓 (突破位:14.95),120.64,华天科技
600768,17.84,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.79),60.23,宁波富邦
600273,11.82,100,极强 (主升浪起爆),激进买入/加仓 (突破位:11.23),29.95,嘉化能源
600841,9.11,100,极强 (主升浪起爆),激进买入/加仓 (突破位:8.55),119.29,动力新科
600916,14.68,100,极强 (主升浪起爆),激进买入/加仓 (突破位:9.22),160.91,中国黄金
600966,7.46,100,极强 (主升浪起爆),激进买入/加仓 (突破位:7.33),28.87,博汇纸业
002637,14.37,100,极强 (主升浪起爆),激进买入/加仓 (突破位:12.86),57.98,赞宇科技
601226,11.21,100,极强 (主升浪起爆),激进买入/加仓 (突破位:10.20),133.33,华电科工
600219,7.34,100,极强 (主升浪起爆),激进买入/加仓 (突破位:6.91),48.07,南山铝业
002809,15.33,100,极强 (主升浪起爆),激进买入/加仓 (突破位:14.41),133.92,红墙股份
600059,10.2,100,极强 (主升浪起爆),激进买入/加仓 (突破位:9.98),103.47,古越龙山
600452,12.42,100,极强 (主升浪起爆),激进买入/加仓 (突破位:11.35),52.32,涪陵电力
600313,8.83,100,极强 (主升浪起爆),激进买入/加仓 (突破位:7.11),105.16,农发种业
603299,11.5,100,极强 (主升浪起爆),激进买入/加仓 (突破位:11.39),52.8,苏盐井神
600507,6.48,100,极强 (主升浪起爆),激进买入/加仓 (突破位:6.40),46.46,方大特钢
600618,17.7,100,极强 (主升浪起爆),激进买入/加仓 (突破位:15.40),66.1,氯碱化工
002911,14.25,100,极强 (主升浪起爆),激进买入/加仓 (突破位:14.10),40.07,佛燃能源
000703,12.08,100,极强 (主升浪起爆),激进买入/加仓 (突破位:11.86),32.58,恒逸石化
600821,5.97,100,极强 (主升浪起爆),激进买入/加仓 (突破位:5.79),100.13,金开新能
600490,10.04,100,极强 (主升浪起爆),激进买入/加仓 (突破位:9.74),73.43,鹏欣资源
600084,7.28,100,极强 (主升浪起爆),激进买入/加仓 (突破位:6.35),35.84,中信尼雅
002493,14.75,100,极强 (主升浪起爆),激进买入/加仓 (突破位:14.25),38.44,荣盛石化
002455,9.59,100,极强 (主升浪起爆),激进买入/加仓 (突破位:8.68),73.76,百川股份
601636,7.01,100,极强 (主升浪起爆),激进买入/加仓 (突破位:7.00),34.37,旗滨集团
600583,6.67,100,极强 (主升浪起爆),激进买入/加仓 (突破位:6.65),47.02,海油工程
600371,10.29,100,极强 (主升浪起爆),激进买入/加仓 (突破位:9.81),53.4,万向德农
600667,11.22,100,极强 (主升浪起爆),激进买入/加仓 (突破位:10.18),73.19,太极实业
002999,7.63,100,极强 (主升浪起爆),激进买入/加仓 (突破位:7.60),45.56,天禾股份
600409,8.2,100,极强 (主升浪起爆),激进买入/加仓 (突破位:7.42),39.1,三友化工
601339,7.09,100,极强 (主升浪起爆),激进买入/加仓 (突破位:6.75),42.98,百隆东方
600388,18.31,100,极强 (主升浪起爆),激进买入/加仓 (突破位:17.70),50.26,龙净环保
002078,16.82,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.36),38.09,太阳纸业
601827,9.02,100,极强 (主升浪起爆),激进买入/加仓 (突破位:8.98),43.82,三峰环境
002233,9.82,100,极强 (主升浪起爆),激进买入/加仓 (突破位:9.81),30.99,塔牌集团
002244,11.61,100,极强 (主升浪起爆),激进买入/加仓 (突破位:11.31),30.29,滨江集团
603132,19.44,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.89),261.97,金徽股份
002395,19.83,100,极强 (主升浪起爆),激进买入/加仓 (突破位:19.48),46.74,双象股份
002531,7.87,100,极强 (主升浪起爆),激进买入/加仓 (突破位:7.80),41.86,天顺风能
002165,12.77,100,极强 (主升浪起爆),激进买入/加仓 (突破位:10.43),129.6,红 宝 丽
600598,17.5,100,极强 (主升浪起爆),激进买入/加仓 (突破位:15.99),74.37,北大荒
603808,10.61,100,极强 (主升浪起爆),激进买入/加仓 (突破位:10.15),22.45,歌力思
003012,7.35,100,极强 (主升浪起爆),激进买入/加仓 (突破位:7.27),53.51,东鹏控股
002258,17.8,100,极强 (主升浪起爆),激进买入/加仓 (突破位:17.50),34.13,利尔化学
603135,11.6,100,极强 (主升浪起爆),激进买入/加仓 (突破位:11.21),48.67,中重科技
002440,12.59,100,极强 (主升浪起爆),激进买入/加仓 (突破位:9.58),107.92,闰土股份
601212,13.67,100,极强 (主升浪起爆),激进买入/加仓 (突破位:10.37),60.93,白银有色
000930,6.74,100,极强 (主升浪起爆),激进买入/加仓 (突破位:6.67),56.65,中粮科技
000630,8.27,100,极强 (主升浪起爆),激进买入/加仓 (突破位:6.86),92.86,铜陵有色
002170,13.85,100,极强 (主升浪起爆),激进买入/加仓 (突破位:13.64),63.49,芭田股份
600710,11.68,100,极强 (主升浪起爆),激进买入/加仓 (突破位:11.60),35.66,苏美达
600354,7.92,100,极强 (主升浪起爆),激进买入/加仓 (突破位:6.86),56.1,敦煌种业
600469,7.53,100,极强 (主升浪起爆),激进买入/加仓 (突破位:7.38),37.22,风神股份
601857,11.02,100,极强 (主升浪起爆),激进买入/加仓 (突破位:10.48),58.8,中国石油
000902,17.5,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.97),50.7,新洋丰
603002,9.27,100,极强 (主升浪起爆),激进买入/加仓 (突破位:9.13),32.38,宏昌电子
600610,13.12,100,极强 (主升浪起爆),激进买入/加仓 (突破位:12.97),59.16,中毅达
603599,16.0,100,极强 (主升浪起爆),激进买入/加仓 (突破位:13.30),66.82,广信股份
603898,17.66,100,极强 (主升浪起爆),激进买入/加仓 (突破位:15.98),89.88,好莱客
600481,8.89,100,极强 (主升浪起爆),激进买入/加仓 (突破位:7.85),78.56,双良节能
600054,12.75,100,极强 (主升浪起爆),激进买入/加仓 (突破位:12.18),43.28,黄山旅游
002169,13.0,100,极强 (主升浪起爆),激进买入/加仓 (突破位:12.57),27.46,智光电气
002342,14.7,100,极强 (主升浪起爆),激进买入/加仓 (突破位:14.62),47.54,巨力索具
600623,10.06,100,极强 (主升浪起爆),激进买入/加仓 (突破位:9.79),45.09,华谊集团
603519,13.58,100,极强 (主升浪起爆),激进买入/加仓 (突破位:13.28),38.39,立霸股份
600986,13.11,100,极强 (主升浪起爆),激进买入/加仓 (突破位:12.39),103.34,浙文互联
601298,9.53,100,极强 (主升浪起爆),激进买入/加仓 (突破位:9.07),76.82,青岛港
600926,16.16,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.02),53.52,杭州银行
002588,11.42,100,极强 (主升浪起爆),激进买入/加仓 (突破位:10.93),50.91,史丹利
000737,19.49,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.66),65.42,北方铜业
000301,13.22,100,极强 (主升浪起爆),激进买入/加仓 (突破位:12.20),61.2,东方盛虹
002539,14.6,100,极强 (主升浪起爆),激进买入/加仓 (突破位:14.13),67.61,云图控股
600116,6.85,70,中等 (趋势形成),底仓试错 (突破位:6.84),47.57,三峡水利
600251,10.86,70,中等 (趋势形成),底仓试错 (突破位:10.64),43.89,冠农股份
688223,6.9,70,中等 (趋势形成),底仓试错 (突破位:6.69),1.96,晶科能源
600352,15.22,70,中等 (趋势形成),底仓试错 (突破位:13.58),80.72,浙江龙盛
603639,14.29,70,中等 (趋势形成),底仓试错 (突破位:14.12),52.08,海利尔
688315,17.0,70,中等 (趋势形成),底仓试错 (突破位:16.80),1.59,诺禾致源
