code,price,score,signal_strength,action_advice,volume_ratio,name
603861,16.67,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.62),0.16,白云电器
600054,13.67,100,极强 (主升浪起爆),激进买入/加仓 (突破位:13.40),0.35,黄山旅游
002678,5.8,100,极强 (主升浪起爆),激进买入/加仓 (突破位:5.77),0.37,珠江钢琴
601107,6.58,100,极强 (主升浪起爆),激进买入/加仓 (突破位:6.50),0.1,四川成渝
002159,16.59,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.47),0.22,三特索道
002283,7.99,100,极强 (主升浪起爆),激进买入/加仓 (突破位:7.53),0.21,天润工业
603968,12.92,100,极强 (主升浪起爆),激进买入/加仓 (突破位:12.87),0.32,醋化股份
600481,10.51,100,极强 (主升浪起爆),激进买入/加仓 (突破位:9.72),0.07,双良节能
603126,8.1,100,极强 (主升浪起爆),激进买入/加仓 (突破位:7.75),0.46,中材节能
605567,11.99,100,极强 (主升浪起爆),激进买入/加仓 (突破位:11.95),0.22,春雪食品
600538,7.36,100,极强 (主升浪起爆),激进买入/加仓 (突破位:7.32),0.15,国发股份
002911,14.64,100,极强 (主升浪起爆),激进买入/加仓 (突破位:14.43),0.1,佛燃能源
002606,11.85,100,极强 (主升浪起爆),激进买入/加仓 (突破位:11.80),0.14,大连电瓷
603618,13.71,100,极强 (主升浪起爆),激进买入/加仓 (突破位:9.30),0.27,杭电股份
002015,12.06,100,极强 (主升浪起爆),激进买入/加仓 (突破位:11.53),0.19,协鑫能科
002165,13.16,100,极强 (主升浪起爆),激进买入/加仓 (突破位:12.77),0.12,红 宝 丽
000157,9.33,100,极强 (主升浪起爆),激进买入/加仓 (突破位:9.26),0.14,中联重科
603135,12.08,100,极强 (主升浪起爆),激进买入/加仓 (突破位:12.00),0.09,中重科技
000039,10.98,100,极强 (主升浪起爆),激进买入/加仓 (突破位:10.42),0.34,中集集团
600926,16.46,100,极强 (主升浪起爆),激进买入/加仓 (突破位:16.29),0.06,杭州银行
003012,7.5,100,极强 (主升浪起爆),激进买入/加仓 (突破位:7.49),0.14,东鹏控股
603043,18.6,100,极强 (主升浪起爆),激进买入/加仓 (突破位:18.53),0.21,广州酒家
002887,10.46,100,极强 (主升浪起爆),激进买入/加仓 (突破位:10.04),0.26,绿茵生态
603317,14.32,100,极强 (主升浪起爆),激进买入/加仓 (突破位:13.70),0.32,天味食品
002440,13.21,100,极强 (主升浪起爆),激进买入/加仓 (突破位:13.01),0.17,闰土股份
605366,7.5,100,极强 (主升浪起爆),激进买入/加仓 (突破位:7.44),0.09,宏柏新材
000928,7.02,100,极强 (主升浪起爆),激进买入/加仓 (突破位:6.98),0.08,中钢国际
000782,6.14,100,极强 (主升浪起爆),激进买入/加仓 (突破位:6.04),0.15,恒申新材
600847,13.91,100,极强 (主升浪起爆),激进买入/加仓 (突破位:13.75),0.11,万里股份
002531,8.93,100,极强 (主升浪起爆),激进买入/加仓 (突破位:7.98),0.27,天顺风能
605006,8.26,100,极强 (主升浪起爆),激进买入/加仓 (突破位:8.09),0.26,山东玻纤
603806,20.0,100,极强 (主升浪起爆),激进买入/加仓 (突破位:19.08),0.06,福斯特
603027,10.99,100,极强 (主升浪起爆),激进买入/加仓 (突破位:10.49),0.19,千禾味业
002299,18.06,100,极强 (主升浪起爆),激进买入/加仓 (突破位:17.61),0.18,圣农发展
600796,6.94,100,极强 (主升浪起爆),激进买入/加仓 (突破位:6.86),0.31,钱江生化
002455,11.14,100,极强 (主升浪起爆),激进买入/加仓 (突破位:9.59),0.4,百川股份
002441,11.14,100,极强 (主升浪起爆),激进买入/加仓 (突破位:10.38),0.31,众业达
002339,12.76,100,极强 (主升浪起爆),激进买入/加仓 (突破位:12.70),0.09,积成电子
688565,13.66,70,中等 (趋势形成),底仓试错 (突破位:12.68),1.77,力源科技
688728,17.05,70,中等 (趋势形成),底仓试错 (突破位:16.80),1.63,格科微
000672,14.76,70,中等 (趋势形成),底仓试错 (突破位:14.48),0.19,上峰水泥
603060,6.9,70,中等 (趋势形成),底仓试错 (突破位:6.77),0.24,国检集团
002491,9.31,70,中等 (趋势形成),底仓试错 (突破位:7.85),0.2,通鼎互联
688512,12.43,70,中等 (趋势形成),底仓试错 (突破位:12.18),1.42,慧智微
688315,17.0,70,中等 (趋势形成),底仓试错 (突破位:16.80),1.59,诺禾致源
603331,17.75,70,中等 (趋势形成),底仓试错 (突破位:17.20),0.07,百达精工
688176,14.21,70,中等 (趋势形成),底仓试错 (突破位:13.57),1.29,亚虹医药
000821,15.48,70,中等 (趋势形成),底仓试错 (突破位:14.45),0.1,京山轻机
002043,17.0,70,中等 (趋势形成),底仓试错 (突破位:16.80),0.14,兔 宝 宝
603113,7.22,70,中等 (趋势形成),底仓试错 (突破位:7.20),0.1,金能科技
603020,11.44,70,中等 (趋势形成),底仓试错 (突破位:11.36),0.28,爱普股份
002624,19.57,70,中等 (趋势形成),底仓试错 (突破位:19.30),0.22,完美世界
603876,17.77,70,中等 (趋势形成),底仓试错 (突破位:17.73),0.12,鼎胜新材
000533,11.25,70,中等 (趋势形成),底仓试错 (突破位:9.93),0.22,顺钠股份
600236,8.97,70,中等 (趋势形成),底仓试错 (突破位:8.48),0.22,桂冠电力
600331,17.45,70,中等 (趋势形成),底仓试错 (突破位:16.67),0.13,宏达股份
002334,9.65,70,中等 (趋势形成),底仓试错 (突破位:9.64),0.24,英威腾
688223,6.9,70,中等 (趋势形成),底仓试错 (突破位:6.69),1.96,晶科能源
002412,7.59,70,中等 (趋势形成),底仓试错 (突破位:7.35),0.23,汉森制药
