代码,名称,现价,跌幅,均线粘合度,评分,操作建议,回测历史胜率参考
603178,圣龙股份,14.31,74.38%,1.7%,80,极度强烈建议：全仓伏击/加仓,高(超跌+激活)
603429,集友股份,7.8,77.94%,1.05%,80,极度强烈建议：全仓伏击/加仓,高(超跌+激活)
600199,金种子酒,6.94,78.89%,0.9%,80,极度强烈建议：全仓伏击/加仓,高(超跌+激活)
000803,山高环能,6.69,72.67%,2.12%,65,强烈建议：试错买入,高(超跌+激活)
002029,七 匹 狼,8.32,74.6%,4.72%,65,强烈建议：试错买入,高(超跌+激活)
601608,中信重工,5.07,74.42%,3.45%,65,强烈建议：试错买入,高(超跌+激活)
002036,联创电子,7.09,72.49%,4.28%,65,强烈建议：试错买入,高(超跌+激活)
000017,深中华A,6.07,77.46%,3.3%,65,强烈建议：试错买入,高(超跌+激活)
